"","lat_dec","long_dec","id"
"453",64.6591666666667,-165.3725,"KOUG_5_25_15"
"454",64.8330555555555,-165.451944444444,"KOUG_5_25_11"
"455",64.6416666666667,-165.508611111111,"KOUG_5_25_14"
"456",64.7369444444444,-165.591111111111,"KOUG_5_25_16"
"457",64.82,-165.388333333333,"KOUG_5_25_18"
"458",65.0886111111111,-166.375833333333,"TELL_3_4_18"
"459",65.0027777777778,-166.311388888889,"TELL_3_4_14"
"460",64.9094444444444,-166.394444444444,"TELL_3_4_10"
"461",65.0855555555555,-166.331944444444,"TELL_3_4_7"
"462",64.9186111111111,-166.245277777778,"TELL_3_4_11"
"463",65.0113888888889,-166.425833333333,"TELL_3_4_15"
"464",65.1041666666667,-166.344166666667,"TELL_3_4_20"
"465",64.9283333333333,-166.407222222222,"TELL_3_4_24"
"466",65.0963888888889,-166.230277777778,"TELL_3_4_19"
"467",64.9211111111111,-166.293611111111,"TELL_3_4_23"
