"","id","year","species","time_int","distance","dist_cat","flyover","count","display"
"5385","TELL_T1_T7_12",2021,"ATSP","9",NA,1,"N","1","N"
"5386","TELL_T1_T7_12",2021,"CORE","9",NA,101,"Y","1","Y"
"5387","TELL_T1_T7_17",2021,"WIWA","0",NA,1,"N","1","N"
"5388","TELL_T1_T7_17",2021,"WIWA","0",NA,1,"N","1","N"
"5389","TELL_T1_T7_17",2021,"GCTH","0",NA,1,"N","1","N"
"5390","TELL_T1_T7_17",2021,"FOSP","0",NA,1,"N","1","N"
"5391","TELL_T1_T7_17",2021,"OCWA","0",NA,1,"N","1","N"
"5392","TELL_T1_T7_17",2021,"SAVS","1",NA,1,"N","1","N"
"5393","TELL_T1_T7_17",2021,"WIPT","1","235",NA,"N","1","N"
"5394","TELL_T1_T7_17",2021,"CORE","2",NA,1,"Y","1","Y"
"5395","TELL_T1_T7_17",2021,"ATSP","2",NA,101,"N","1","N"
"5396","TELL_T1_T7_17",2021,"CORE","3",NA,1,"N","1","N"
"5397","TELL_T1_T7_17",2021,"CORE","4",NA,1,"Y","4","Y"
"5398","TELL_T1_T7_17",2021,"ATSP","9",NA,101,"N","1","N"
"5399","TELL_T1_T7_21",2021,"SAVS","0",NA,1,"N","1","N"
"5400","TELL_T1_T7_21",2021,"ATSP","0",NA,1,"N","1","N"
"5401","TELL_T1_T7_21",2021,"SAVS","0",NA,101,"N","1","N"
"5402","TELL_T1_T7_21",2021,"CORE","0",NA,1,"Y","1","Y"
"5403","TELL_T1_T7_21",2021,"GCSP","1",NA,101,"N","1","N"
"5404","TELL_T1_T7_21",2021,"CORE","1",NA,1,"N","1","N"
"5405","TELL_T1_T7_21",2021,"GCSP","1",NA,101,"N","1","N"
"5406","TELL_T1_T7_21",2021,"WCSP","6",NA,1,"N","1","N"
"5407","TELL_T1_T7_21",2021,"OCWA","8",NA,101,"N","1","N"
"5408","TELL_T1_T7_21",2021,"LALO","8",NA,101,"N","1","N"
"5409","TELL_T1_T7_21",2021,"WIWA","9",NA,101,"N","1","N"
"5410","TELL_T1_T7_24",2021,"LALO","0",NA,1,"N","1","N"
"5411","TELL_T1_T7_24",2021,"SAVS","0",NA,1,"N","1","N"
"5412","TELL_T1_T7_24",2021,"LALO","0",NA,101,"N","1","N"
"5413","TELL_T1_T7_24",2021,"LALO","0",NA,1,"N","1","N"
"5414","TELL_T1_T7_24",2021,"GCSP","0",NA,101,"N","1","N"
"5415","TELL_T1_T7_24",2021,"FOSP","2",NA,101,"N","1","N"
"5416","TELL_T1_T7_24",2021,"CORE","3",NA,101,"Y","1","Y"
"5417","TELL_T1_T7_24",2021,"CORE","6",NA,1,"Y","1","Y"
"5418","TELL_T1_T7_24",2021,"CORE","8",NA,1,"N","2","N"
"5419","TELL_T1_T7_26",2021,"SAVS","0",NA,1,"N","1",""
"5420","TELL_T1_T7_26",2021,"CORE","0",NA,1,"N","1",""
"5421","TELL_T1_T7_26",2021,"GCSP","0",NA,1,"N","1",""
"5422","TELL_T1_T7_26",2021,"FOSP","0",NA,1,"N","1",""
"5423","TELL_T1_T7_26",2021,"BLUE","0",NA,1,"N","1",""
"5424","TELL_T1_T7_26",2021,"OCWA","0",NA,1,"N","1",""
"5425","TELL_T1_T7_26",2021,"FOSP","1",NA,101,"N","1",""
"5426","TELL_T1_T7_26",2021,"WCSP","1",NA,1,"N","1",""
"5427","TELL_T1_T7_26",2021,"ATSP","1",NA,1,"N","2",""
"5428","TELL_T1_T7_26",2021,"GCSP","2",NA,101,"N","1",""
"5429","TELL_T1_T7_26",2021,"OCWA","2",NA,101,"N","1",""
"5430","TELL_T1_T7_26",2021,"ATSP","2",NA,1,"N","1",""
"5431","TELL_T1_T7_26",2021,"CORE","4",NA,1,"Y","1","Y"
"5432","TELL_T1_T7_28",2021,"LALO","0",NA,1,"N","1",""
"5433","TELL_T1_T7_28",2021,"LALO","0",NA,1,"N","1",""
"5434","TELL_T1_T7_28",2021,"LALO","0",NA,101,"N","1",""
"5435","TELL_T1_T7_28",2021,"LALO","0",NA,1,"N","1",""
"5436","TELL_T1_T7_28",2021,"CORE","4",NA,1,"N","1",""
"5437","TELL_T1_T7_28",2021,"CORE","8",NA,1,"N","2",""
"5438","TELL_T1_T7_27",2021,"LALO","0",NA,1,"N","1",""
"5439","TELL_T1_T7_27",2021,"LALO","0",NA,1,"N","1",""
"5440","TELL_T1_T7_27",2021,"LALO","0",NA,1,"N","2",""
"5441","TELL_T1_T7_27",2021,"CORE","3",NA,1,"Y","1","Y"
"5442","TELL_T1_T7_25",2021,"CORE","0",NA,1,"Y","1","Y"
"5443","TELL_T1_T7_25",2021,"LALO","0",NA,1,"N","1",""
"5444","TELL_T1_T7_25",2021,"LALO","0",NA,1,"N","1",""
"5445","TELL_T1_T7_25",2021,"WISN","4","400",NA,"N","1",""
"5446","TELL_T1_T7_22",2021,"LALO","2",NA,1,"N","1",""
"5447","TELL_T1_T7_22",2021,"LALO","2",NA,1,"N","1",""
"5448","TELL_T1_T7_22",2021,"CORE","6",NA,101,"Y","1","Y"
"5449","TELL_T2_T14_22",2021,"WESA","0",NA,1,"N","2",""
"5450","TELL_T2_T14_22",2021,"LALO","9",NA,1,"N","1",""
"5451","TELL_T2_T14_26",2021,"SAVS","0",NA,101,"N","1",""
"5452","TELL_T2_T14_26",2021,"GCSP","0",NA,101,"N","1",""
"5453","TELL_T2_T14_26",2021,"YEWA","0",NA,101,"N","1",""
"5454","TELL_T2_T14_26",2021,"SAVS","0",NA,1,"N","1",""
"5455","TELL_T2_T14_26",2021,"WESA","2",NA,1,"N","1",""
"5456","TELL_T2_T14_29",2021,"SAVS","0",NA,1,"N","1",""
"5457","TELL_T2_T14_29",2021,"GCSP","0",NA,101,"N","1",""
"5458","TELL_T2_T14_29",2021,"CORE","1",NA,1,"Y","1","Y"
"5459","TELL_T2_T14_29",2021,"SONG","2",NA,1,"N","1",""
"5460","TELL_T2_T14_29",2021,"JAEG","4","369",NA,"N","1",""
"5461","TELL_T2_T14_29",2021,"LALO","7",NA,101,"N","1",""
"5462","TELL_T2_T14_29",2021,"CORE","9",NA,101,"Y","1","Y"
"5463","TELL_T2_T14_27",2021,"LALO","0",NA,101,"N","1",""
"5464","TELL_T2_T14_27",2021,"SAVS","0",NA,1,"N","1",""
"5465","TELL_T2_T14_27",2021,"SAVS","6",NA,1,"N","1",""
"5466","TELL_T2_T14_27",2021,"CORE","8",NA,1,"Y","1","Y"
"5467","TELL_T2_T14_23",2021,"LALO","0",NA,1,"N","1",""
"5468","TELL_T2_T14_23",2021,"LALO","0",NA,1,"N","1",""
"5469","TELL_T2_T14_23",2021,"SAVS","1",NA,1,"N","1",""
"5470","TELL_T2_T14_23",2021,"LALO","1",NA,1,"N","1",""
"5471","TELL_T2_T14_23",2021,"SAVS","2",NA,101,"N","1",""
"5472","TELL_T2_T14_23",2021,"LALO","3",NA,101,"N","1",""
"5473","TELL_T2_T14_23",2021,"WESA","3",NA,101,"N","1",""
"5474","TELL_T2_T14_23",2021,"CORE","8",NA,1,"Y","1","Y"
"5475","TELL_T2_T14_23",2021,"LALO","8",NA,101,"N","1",""
"5476","TELL_T2_T14_18",2021,"PAGP","0","61",NA,"N","1",""
"5477","TELL_T2_T14_18",2021,"PAGP","1","300",NA,"N","1",""
"5478","TELL_T2_T14_18",2021,"SAVS","2",NA,1,"N","1",""
"5479","TELL_T2_T14_18",2021,"SAVS","2",NA,1,"N","1",""
"5480","TELL_T2_T14_18",2021,"LALO","3",NA,1,"N","1",""
"5481","TELL_T2_T14_18",2021,"LALO","4",NA,1,"N","1",""
"5482","TELL_T2_T14_18",2021,"SAVS","4",NA,1,"N","1",""
"5483","TELL_T2_T14_18",2021,"LALO","5",NA,101,"N","1",""
"5484","TELL_T2_T14_18",2021,"LALO","6",NA,1,"N","1",""
"5485","TELL_T2_T14_18",2021,"CORE","7",NA,101,"Y","1","Y"
"5486","TELL_T2_T14_13",2021,"LALO","0",NA,1,"N","4",""
"5487","TELL_T2_T14_13",2021,"SAVS","0",NA,1,"N","1",""
"5488","TELL_T2_T14_13",2021,"SAVS","0",NA,1,"N","1",""
"5489","TELL_T2_T14_13",2021,"SAVS","1",NA,1,"N","1",""
"5490","TELL_T2_T14_13",2021,"WESA","1",NA,1,"N","1",""
"5491","TELL_T2_T14_13",2021,"WESA","1",NA,1,"N","1",""
"5492","TELL_T2_T14_13",2021,"WESA","2",NA,101,"N","1",""
"5493","TELL_T2_T14_13",2021,"LALO","2",NA,101,"N","1",""
"5494","TELL_T2_T14_13",2021,"CORE","4",NA,1,"N","1",""
"5495","TELL_T2_T14_13",2021,"LALO","6",NA,1,"N","1",""
"5496","TELL_T2_T14_7",2021,"CORE","0",NA,101,"Y","1","Y"
"5497","TELL_T2_T14_7",2021,"AMRO","0","220",NA,"N","1",""
"5498","TELL_T2_T14_7",2021,"SONG","1",NA,1,"N","1",""
"5499","TELL_T2_T14_7",2021,"LALO","2",NA,101,"N","1",""
"5500","TELL_T2_T14_7",2021,"CORE","4",NA,1,"Y","1","Y"
"5501","TELL_T2_T14_7",2021,"SONG","5",NA,1,"N","1",""
"5502","TELL_T2_T14_7",2021,"AMRO","5","71",NA,"N","1",""
"5503","TELL_T2_T14_7",2021,"WISN","6","200",NA,"N","1",""
"5504","TELL_T2_T14_7",2021,"SAVS","8",NA,1,"N","1",""
"5505","TELL_T2_T14_7",2021,"CORE","8",NA,1,"N","1",""
"5506","TELL_T2_T14_7",2021,"GCSP","8",NA,101,"N","1",""
"5507","TELL_T2_T14_7",2021,"PLOVER","9","270",NA,"N","1",""
"5508","TELL_T2_T14_12",2021,"SQUIR","0","215",NA,"N","1",""
"5509","TELL_T2_T14_12",2021,"CORE","2",NA,1,"Y","1","Y"
"5510","TELL_T2_T14_12",2021,"ROPT","2","156",NA,"N","1",""
"5511","TELL_T2_T14_12",2021,"AMRO","3","374",NA,"N","1",""
"5512","TELL_T2_T14_12",2021,"CORE","5",NA,1,"N","1",""
"5513","TELL_T2_T14_12",2021,"LALO","5",NA,1,"N","1",""
"5514","TELL_T2_T14_12",2021,"LALO","8",NA,1,"N","1",""
"5515","KOUG_K4_T11_11",2021,"ARTE","0",NA,1,"Y","8","Y"
"5516","KOUG_K4_T11_11",2021,"GCTH","0",NA,1,"N","1",""
"5517","KOUG_K4_T11_11",2021,"SEPL","0",NA,1,"Y","3","Y"
"5518","KOUG_K4_T11_11",2021,"WCSP","1",NA,1,"N","1",""
"5519","KOUG_K4_T11_11",2021,"ARWA","1",NA,1,"N","1",""
"5520","KOUG_K4_T11_11",2021,"GCTH","1",NA,1,"N","1",""
"5521","KOUG_K4_T11_11",2021,"WCSP","2",NA,101,"N","1",""
"5522","KOUG_K4_T11_11",2021,"SPSA","4",NA,101,"N","1",""
"5523","KOUG_K4_T11_11",2021,"WCSP","6",NA,101,"N","1",""
"5524","KOUG_K4_T11_11",2021,"AMRO","7","300",NA,"N","1",""
"5525","KOUG_K4_T11_10",2021,"WESA","0",NA,1,"Y","1","Y"
"5526","KOUG_K4_T11_10",2021,"WHIM","0","60",NA,"N","1",""
"5527","KOUG_K4_T11_10",2021,"LALO","0",NA,1,"N","1",""
"5528","KOUG_K4_T11_10",2021,"WHIM","1","250",NA,"N","1",""
"5529","KOUG_K4_T11_10",2021,"WHIM","2","100",NA,"N","1",""
"5530","KOUG_K4_T11_10",2021,"LALO","3",NA,1,"N","1",""
"5531","KOUG_K4_T11_10",2021,"ATSP","9",NA,101,"N","1",""
"5532","KOUG_K4_T11_10",2021,"GCTH","9",NA,101,"N","1",""
"5533","KOUG_K4_T11_6",2021,"SAVS","0",NA,1,"N","1",""
"5534","KOUG_K4_T11_6",2021,"ARWA","0",NA,1,"N","1",""
"5535","KOUG_K4_T11_6",2021,"ARWA","0",NA,101,"N","1",""
"5536","KOUG_K4_T11_6",2021,"ATSP","0",NA,1,"N","1",""
"5537","KOUG_K4_T11_6",2021,"LALO","0",NA,1,"N","1",""
"5538","KOUG_K4_T11_6",2021,"WHIM","1","306",NA,"N","1",""
"5539","KOUG_K4_T11_6",2021,"WISN","2","400",NA,"N","1",""
"5540","KOUG_K4_T11_6",2021,"CORE","3",NA,1,"Y","1","Y"
"5541","KOUG_K4_T11_6",2021,"WHIM","4","140",NA,"N","1",""
"5542","KOUG_K4_T11_6",2021,"WIPT","5","400",NA,"N","1",""
"5543","KOUG_K4_T11_6",2021,"WISN","5","150",NA,"N","1",""
"5544","KOUG_K4_T11_6",2021,"ATSP","7",NA,1,"N","1",""
"5545","KOUG_K4_T11_6",2021,"ATSP","7",NA,101,"N","1",""
"5546","KOUG_K4_T11_6",2021,"GCTH","8",NA,1,"N","1",""
"5547","KOUG_K4_T11_6",2021,"SAVS","8",NA,1,"N","1",""
"5548","KOUG_K4_T11_6",2021,"WESA","8",NA,1,"Y","1","Y"
"5549","KOUG_K4_T11_6",2021,"WIWA","8",NA,1,"N","1",""
"5550","KOUG_K4_T11_9",2021,"GCSP","0",NA,101,"N","1",""
"5551","KOUG_K4_T11_9",2021,"ATSP","0",NA,1,"N","1",""
"5552","KOUG_K4_T11_9",2021,"ARWA","0",NA,1,"N","1",""
"5553","KOUG_K4_T11_9",2021,"OCWA","0",NA,1,"N","1",""
"5554","KOUG_K4_T11_9",2021,"YEWA","0",NA,101,"N","1",""
"5555","KOUG_K4_T11_9",2021,"ARWA","1",NA,101,"N","1",""
"5556","KOUG_K4_T11_9",2021,"WISN","1","400",NA,"N","1",""
"5557","KOUG_K4_T11_9",2021,"CORE","2",NA,1,"N","1",""
"5558","KOUG_K4_T11_9",2021,"SAVS","2",NA,101,"N","1",""
"5559","KOUG_K4_T11_9",2021,"GCSP","3",NA,101,"N","1",""
"5560","KOUG_K4_T11_9",2021,"SAVS","4",NA,1,"N","1",""
"5561","KOUG_K4_T11_9",2021,"FOSP","4",NA,101,"N","1",""
"5562","KOUG_K4_T11_9",2021,"WISN","5","350",NA,"N","1",""
"5563","KOUG_K4_T11_9",2021,"CORE","5",NA,1,"Y","1","Y"
"5564","KOUG_K4_T11_9",2021,"YEWA","6",NA,1,"N","1",""
"5565","KOUG_K4_T11_9",2021,"ATSP","8",NA,101,"N","1",""
"5566","KOUG_K4_T11_12",2021,"OCWA","0",NA,1,"N","1",""
"5567","KOUG_K4_T11_12",2021,"ARWA","0",NA,101,"N","1",""
"5568","KOUG_K4_T11_12",2021,"ARWA","0",NA,1,"N","1",""
"5569","KOUG_K4_T11_12",2021,"YEWA","0",NA,1,"N","1",""
"5570","KOUG_K4_T11_12",2021,"CORE","0",NA,1,"Y","1","Y"
"5571","KOUG_K4_T11_12",2021,"WIWA","1",NA,1,"N","1",""
"5572","KOUG_K4_T11_12",2021,"WIWA","1",NA,1,"N","1",""
"5573","KOUG_K4_T11_12",2021,"ARWA","1",NA,101,"N","1",""
"5574","KOUG_K4_T11_12",2021,"LTJA","1","265",NA,"Y","3","Y"
"5575","KOUG_K4_T11_12",2021,"GCSP","2",NA,1,"N","1",""
"5576","KOUG_K4_T11_12",2021,"GCSP","3",NA,101,"N","1",""
"5577","KOUG_K4_T11_12",2021,"OCWA","3",NA,101,"N","1",""
"5578","KOUG_K4_T11_12",2021,"YEWA","3",NA,1,"N","1",""
"5579","KOUG_K4_T11_12",2021,"ATSP","4",NA,101,"N","1",""
"5580","KOUG_K4_T11_12",2021,"FOSP","4",NA,1,"N","1",""
"5581","KOUG_K4_T11_12",2021,"FOSP","6",NA,101,"N","1",""
"5582","KOUG_K4_T11_12",2021,"WCSP","6",NA,1,"N","1",""
"5583","KOUG_K4_T11_12",2021,"FOSP","6",NA,101,"N","1",""
"5584","KOUG_K4_T11_12",2021,"CORE","7",NA,101,"Y","1","Y"
"5585","KOUG_K4_T11_12",2021,"ARWA","8",NA,101,"N","1",""
"5586","KOUG_K4_T11_12",2021,"YEWA","9",NA,1,"N","1",""
"5587","KOUG_K4_T11_15",2021,"AMRO","0","300",NA,"N","1",""
"5588","KOUG_K4_T11_15",2021,"SAVS","1",NA,1,"N","1",""
"5589","KOUG_K4_T11_15",2021,"FOSP","1",NA,101,"N","1",""
"5590","KOUG_K4_T11_15",2021,"GCSP","1",NA,101,"N","1",""
"5591","KOUG_K4_T11_15",2021,"LALO","1",NA,1,"N","1",""
"5592","KOUG_K4_T11_15",2021,"CORE","1",NA,101,"N","1",""
"5593","KOUG_K4_T11_15",2021,"GCSP","1",NA,1,"N","1",""
"5594","KOUG_K4_T11_15",2021,"GCTH","2",NA,101,"N","1",""
"5595","KOUG_K4_T11_15",2021,"LALO","2",NA,1,"N","1",""
"5596","KOUG_K4_T11_15",2021,"SAVS","2",NA,101,"N","1",""
"5597","KOUG_K4_T11_15",2021,"LALO","2",NA,101,"N","1",""
"5598","KOUG_K4_T11_15",2021,"LALO","3",NA,1,"N","1",""
"5599","KOUG_K4_T11_15",2021,"GOPL","6","150",NA,"N","1",""
"5600","KOUG_K4_T11_15",2021,"LTJA","7","250",NA,"Y","1","Y"
"5601","KOUG_K4_T11_17",2021,"GCSP","0",NA,1,"N","1",""
"5602","KOUG_K4_T11_17",2021,"GCSP","0",NA,101,"N","1",""
"5603","KOUG_K4_T11_17",2021,"ATSP","0",NA,101,"N","1",""
"5604","KOUG_K4_T11_17",2021,"CORE","0",NA,101,"Y","2","Y"
"5605","KOUG_K4_T11_17",2021,"YEWA","0",NA,101,"N","1",""
"5606","KOUG_K4_T11_17",2021,"OCWA","1",NA,101,"N","1",""
"5607","KOUG_K4_T11_17",2021,"ARWA","1",NA,101,"N","1",""
"5608","KOUG_K4_T11_17",2021,"WIWA","1",NA,101,"N","1",""
"5609","KOUG_K4_T11_17",2021,"CORE","2",NA,1,"N","1",""
"5610","KOUG_K4_T11_17",2021,"FOSP","2",NA,101,"N","1",""
"5611","KOUG_K4_T11_17",2021,"SAVS","4",NA,1,"N","1",""
"5612","KOUG_K4_T11_17",2021,"LALO","5",NA,1,"N","1",""
"5613","KOUG_K4_T11_17",2021,"LTJA","5","146",NA,"N","1",""
"5614","KOUG_K4_T11_17",2021,"WIWA","5",NA,101,"N","1",""
"5615","KOUG_K4_T11_17",2021,"CORE","6",NA,1,"Y","1","Y"
"5616","KOUG_K4_T11_17",2021,"YEWA","9",NA,101,"N","1",""
"5617","KOUG_K4_T11_19",2021,"GCSP","0",NA,1,"N","1",""
"5618","KOUG_K4_T11_19",2021,"WIWA","0",NA,1,"N","1",""
"5619","KOUG_K4_T11_19",2021,"WISN","0","400",NA,"Y","1","Y"
"5620","KOUG_K4_T11_19",2021,"GCTH","0",NA,1,"N","1",""
"5621","KOUG_K4_T11_19",2021,"OCWA","1",NA,1,"N","1",""
"5622","KOUG_K4_T11_19",2021,"GCSP","1",NA,101,"N","1",""
"5623","KOUG_K4_T11_19",2021,"SAVS","1",NA,101,"N","1",""
"5624","KOUG_K4_T11_19",2021,"OCWA","1",NA,101,"N","1",""
"5625","KOUG_K4_T11_19",2021,"AMRO","2",NA,1,"Y","1","Y"
"5626","KOUG_K4_T11_19",2021,"AMRO","2","140",NA,"N","1",""
"5627","KOUG_K4_T11_19",2021,"CORE","3",NA,101,"N","2",""
"5628","KOUG_K4_T11_19",2021,"OCWA","3",NA,101,"N","1",""
"5629","KOUG_K4_T11_19",2021,"ATSP","4",NA,101,"N","1",""
"5630","KOUG_K4_T11_19",2021,"WIWA","5",NA,1,"N","1",""
"5631","KOUG_K4_T11_19",2021,"FOSP","5",NA,101,"N","1",""
"5632","KOUG_K4_T11_19",2021,"WIWA","6",NA,101,"N","1",""
"5633","KOUG_K4_T11_19",2021,"BLUE","7",NA,1,"N","1",""
"5634","KOUG_K4_T11_19",2021,"WISN","7","395",NA,"N","1",""
"5635","KOUG_K4_T11_18",2021,"LALO","0",NA,1,"N","1",""
"5636","KOUG_K4_T11_18",2021,"LALO","1",NA,1,"N","1",""
"5637","KOUG_K4_T11_18",2021,"LALO","1",NA,1,"N","1",""
"5638","KOUG_K4_T11_18",2021,"WESA","1",NA,1,"Y","1","Y"
"5639","KOUG_K4_T11_18",2021,"GOPL","2","150",NA,"N","1",""
"5640","KOUG_K4_T11_16",2021,"GCSP","0",NA,1,"N","1",""
"5641","KOUG_K4_T11_16",2021,"ARWA","0",NA,1,"N","1",""
"5642","KOUG_K4_T11_16",2021,"CORE","1",NA,1,"N","1",""
"5643","KOUG_K4_T11_16",2021,"YEWA","1",NA,1,"N","1",""
"5644","KOUG_K4_T11_16",2021,"CORE","1",NA,1,"N","1",""
"5645","KOUG_K4_T11_16",2021,"FOSP","2",NA,1,"N","1",""
"5646","KOUG_K4_T11_16",2021,"CORE","2",NA,101,"Y","2","Y"
"5647","KOUG_K4_T11_16",2021,"ATSP","2",NA,1,"N","1",""
"5648","KOUG_K4_T11_16",2021,"WIWA","2",NA,1,"N","1",""
"5649","KOUG_K4_T11_16",2021,"FOSP","3",NA,101,"N","1",""
"5650","KOUG_K4_T11_16",2021,"YEWA","5",NA,1,"N","1",""
"5651","KOUG_K4_T11_16",2021,"WISN","6","275",NA,"N","1",""
"5652","KOUG_K4_T11_16",2021,"CORE","6",NA,1,"Y","2","Y"
"5653","KOUG_K4_T11_16",2021,"GCSP","7",NA,101,"N","1",""
"5654","KOUG_K4_T11_16",2021,"OCWA","7",NA,1,"N","1",""
"5655","KOUG_K4_T11_16",2021,"SAVS","8",NA,101,"N","1",""
"5656","KOUG_K4_T11_16",2021,"OCWA","8",NA,101,"N","1",""
"5657","KOUG_K4_T11_13",2021,"FOSP","0",NA,101,"N","1",""
"5658","KOUG_K4_T11_13",2021,"FOSP","0",NA,101,"N","1",""
"5659","KOUG_K4_T11_13",2021,"YEWA","0",NA,1,"N","1",""
"5660","KOUG_K4_T11_13",2021,"ARWA","0",NA,101,"N","1",""
"5661","KOUG_K4_T11_13",2021,"OCWA","0",NA,1,"N","1",""
"5662","KOUG_K4_T11_13",2021,"WIWA","1",NA,1,"N","1",""
"5663","KOUG_K4_T11_13",2021,"NOWA","1",NA,1,"N","1",""
"5664","KOUG_K4_T11_13",2021,"SAVS","1",NA,1,"N","1",""
"5665","KOUG_K4_T11_13",2021,"CORE","2",NA,101,"Y","1","Y"
"5666","KOUG_K4_T11_13",2021,"OCWA","2",NA,101,"N","1",""
"5667","KOUG_K4_T11_13",2021,"ARWA","2",NA,101,"N","1",""
"5668","KOUG_K4_T11_13",2021,"SAVS","3",NA,101,"N","1",""
"5669","KOUG_K4_T11_13",2021,"ATSP","3",NA,1,"N","1",""
"5670","KOUG_K4_T11_13",2021,"AMRO","5","150",NA,"N","1",""
"5671","KOUG_K4_T11_13",2021,"CORE","7",NA,101,"Y","1","Y"
"5672","KOUG_K4_T11_13",2021,"ATSP","9",NA,101,"N","1",""
"5673","KOUG_K4_T7_1",2021,"GCTH","0",NA,1,"N","1",""
"5674","KOUG_K4_T7_1",2021,"GCTH","0",NA,1,"N","1",""
"5675","KOUG_K4_T7_1",2021,"GCSP","0",NA,1,"N","1",""
"5676","KOUG_K4_T7_1",2021,"SONG","0",NA,1,"N","2",""
"5677","KOUG_K4_T7_1",2021,"WISN","1","150",NA,"N","1",""
"5678","KOUG_K4_T7_1",2021,"GCTH","2",NA,101,"N","1",""
"5679","KOUG_K4_T7_1",2021,"GCSP","2",NA,101,"N","1",""
"5680","KOUG_K4_T7_1",2021,"GCTH","3",NA,1,"N","1",""
"5681","KOUG_K4_T7_1",2021,"GCSP","4",NA,101,"N","1",""
"5682","KOUG_K4_T7_1",2021,"GCSP","9",NA,1,"N","1",""
"5683","KOUG_K4_T7_4",2021,"GCSP","0",NA,1,"N","1",""
"5684","KOUG_K4_T7_4",2021,"GCSP","0",NA,101,"N","1",""
"5685","KOUG_K4_T7_4",2021,"GCSP","0",NA,101,"N","1",""
"5686","KOUG_K4_T7_4",2021,"GCSP","1",NA,1,"N","1",""
"5687","KOUG_K4_T7_4",2021,"ARWA","2",NA,101,"N","1",""
"5688","KOUG_K4_T7_4",2021,"CORE","3",NA,101,"N","1",""
"5689","KOUG_K4_T7_4",2021,"ROPT","5","50",NA,"N","1",""
"5690","KOUG_K4_T7_7",2021,"GCSP","0",NA,101,"N","1",""
"5691","KOUG_K4_T7_7",2021,"GCSP","0",NA,101,"N","1",""
"5692","KOUG_K4_T7_7",2021,"SAVS","1",NA,101,"N","1",""
"5693","KOUG_K4_T7_7",2021,"SONG","1",NA,1,"N","2",""
"5694","KOUG_K4_T7_7",2021,"GCTH","1",NA,101,"N","1",""
"5695","KOUG_K4_T7_7",2021,"GCTH","6",NA,101,"N","1",""
"5696","KOUG_K4_T7_7",2021,"AMRO","8","300",NA,"N","1",""
"5697","KOUG_K4_T7_7",2021,"LTJA","9","250",NA,"Y","1","Y"
"5698","KOUG_K2_T29_14",2021,"RLHA","0","300",NA,"Y","1","Y"
"5699","KOUG_K2_T29_14",2021,"SONG","5",NA,1,"N","1",""
"5700","KOUG_K2_T29_11",2021,"SONG","1",NA,1,"N","1",""
"5701","KOUG_K2_T29_11",2021,"WCSP","2",NA,101,"N","1",""
"5702","KOUG_K2_T29_11",2021,"CORE","3",NA,1,"N","1",""
"5703","KOUG_K2_T29_11",2021,"OCWA","3",NA,1,"N","1",""
"5704","KOUG_K2_T29_11",2021,"CORE","6",NA,1,"Y","2","Y"
"5705","KOUG_K2_T29_11",2021,"GCTH","8",NA,1,"N","1",""
"5706","KOUG_K2_T29_6",2021,"CORE","0",NA,1,"N","2",""
"5707","KOUG_K2_T29_6",2021,"WCSP","0",NA,101,"N","1",""
"5708","KOUG_K2_T29_6",2021,"CORE","1",NA,101,"N","1",""
"5709","KOUG_K2_T29_6",2021,"SAVS","1",NA,1,"N","1",""
"5710","KOUG_K2_T29_6",2021,"ATSP","3",NA,1,"N","1",""
"5711","KOUG_K2_T29_6",2021,"SONG","7",NA,1,"N","1",""
"5712","KOUG_K2_T29_10",2021,"SAVS","0",NA,1,"N","1",""
"5713","KOUG_K2_T29_10",2021,"ATSP","0",NA,1,"N","1",""
"5714","KOUG_K2_T29_10",2021,"WCSP","0",NA,101,"N","1",""
"5715","KOUG_K2_T29_10",2021,"OCWA","1",NA,101,"N","1",""
"5716","KOUG_K2_T29_10",2021,"ATSP","1",NA,1,"N","1",""
"5717","KOUG_K2_T29_10",2021,"CORE","2",NA,1,"Y","1","Y"
"5718","KOUG_K2_T29_10",2021,"CORE","7",NA,1,"Y","1","Y"
"5719","KOUG_K2_T29_13",2021,"WCSP","0",NA,101,"N","1",""
"5720","KOUG_K2_T29_13",2021,"WCSP","0",NA,101,"N","1",""
"5721","KOUG_K2_T29_13",2021,"ATSP","1",NA,1,"N","1",""
"5722","KOUG_K2_T29_13",2021,"CORE","2",NA,1,"N","1",""
"5723","KOUG_K2_T29_13",2021,"WCSP","3",NA,1,"N","1",""
"5724","KOUG_K2_T29_13",2021,"CORE","5",NA,1,"N","1",""
"5725","KOUG_K2_T29_13",2021,"SAVS","7",NA,101,"N","1",""
"5726","KOUG_K2_T29_16",2021,"OCWA","0",NA,1,"N","1",""
"5727","KOUG_K2_T29_16",2021,"OCWA","0",NA,1,"N","1",""
"5728","KOUG_K2_T29_16",2021,"CORE","0",NA,1,"N","1",""
"5729","KOUG_K2_T29_16",2021,"WCSP","0",NA,1,"N","1",""
"5730","KOUG_K2_T29_16",2021,"ATSP","0",NA,1,"N","1",""
"5731","KOUG_K2_T29_16",2021,"SAVS","0",NA,1,"N","1",""
"5732","KOUG_K2_T29_16",2021,"FOSP","1",NA,101,"N","1",""
"5733","KOUG_K2_T29_16",2021,"CORE","1",NA,1,"Y","1","Y"
"5734","KOUG_K2_T29_16",2021,"WCSP","1",NA,1,"N","1",""
"5735","KOUG_K2_T29_16",2021,"CORE","2",NA,1,"N","1",""
